ref_area,ref_area_label,classif1,classif1_label,time,obs_value_pay_gap,obs_status_label,obs_value_employees_women,obs_value_employees_men,obs_value_earnings_women,obs_value_earnings_men,obs_value_hours_women,obs_value_hours_men,earnings_ratio,hours_ratio,employment_ratio,delta_earnings,delta_hours
che,suiza,ocu_isco08_total,ocupación (ciuo-08): total,2006,16.819,,1589.435,1816.937,39.972,48.055,30.26,42.01,0.8317968993861201,0.7203046893596763,0.8747881737231396,8.082999999999998,11.749999999999996
che,suiza,ocu_isco08_1,ocupación (ciuo-08): 1. directores y gerentes,2006,13.563,,50.546,120.273,58.912,68.156,37.79,48.51,0.8643699747637771,0.7790146361574933,0.4202605738611326,9.244000000000007,10.719999999999999
che,suiza,ocu_isco08_2,ocupación (ciuo-08): 2. profesionales científicos e intelectuales,2006,16.731,,395.743,423.131,52.846,63.464,31.89,42.48,0.8326925501071474,0.7507062146892656,0.9352730005601103,10.618000000000002,10.589999999999996
che,suiza,ocu_isco08_3,ocupación (ciuo-08): 3. técnicos y profesionales de nivel medio,2006,16.236,,200.04,274.193,42.065,50.219,31.63,42.52,0.8376311754515222,0.7438852304797742,0.7295591061770359,8.154000000000003,10.890000000000004
che,suiza,ocu_isco08_4,ocupación (ciuo-08): 4. personal de apoyo administrativo,2006,17.343,,349.516,222.589,38.349,46.396,31.56,41.31,0.8265583239934476,0.7639796659404502,1.5702303348323592,8.047000000000004,9.750000000000004
che,suiza,ocu_isco08_5,ocupación (ciuo-08): 5. trabajadores de los servicios y vendedores de comercios y mercados,2006,18.786,,342.304,151.72,29.402,36.203,27.61,39.39,0.8121426401126978,0.700939324701701,2.2561560769839177,6.801000000000002,11.780000000000001
che,suiza,ocu_isco08_6,"ocupación (ciuo-08): 6. agricultores y trabajadores calificados agropecuarios, forestales y pesqueros",2006,32.309,,9.638,29.353,20.578,30.4,38.42,42.94,0.6769078947368421,0.8947368421052633,0.3283480393826866,9.822,4.519999999999996
che,suiza,ocu_isco08_7,"ocupación (ciuo-08): 7. oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2006,23.631,,71.239,375.674,26.955,35.296,34.62,41.18,0.7636842701722575,0.8406993686255463,0.18962983863669033,8.341000000000001,6.560000000000002
che,suiza,ocu_isco08_8,ocupación (ciuo-08): 8. operadores de instalaciones y máquinas y ensambladores,2006,27.122,,37.769,131.514,28.418,38.993,33.92,42.28,0.7287974764701356,0.8022705771050143,0.2871861550861505,10.575000000000003,8.36
che,suiza,ocu_isco08_9,ocupación (ciuo-08): 9. ocupaciones elementales,2006,2.407,,126.287,74.355,33.983,34.821,19.39,36.88,0.9759340627782085,0.5257592190889371,1.698433192118889,0.838000000000001,17.490000000000002
che,suiza,ocu_isco08_x,ocupación (ciuo-08): x. no clasificados en otra parte,2006,36.362,,6.284,9.863,32.381,50.884,25.48,37.76,0.6363689961481016,0.6747881355932204,0.6371286626786982,18.503,12.279999999999998
che,suiza,ocu_skill_total,ocupación (nivel de competencia): total,2005,18.38,,1560.561,1777.19,39.308,48.16,29.8,42.13,0.8161960132890366,0.7073344410159031,0.8781058862586442,8.851999999999997,12.330000000000002
che,suiza,ocu_skill_l3-4,ocupación (nivel de competencia): niveles de competencia 3 y 4 ~ altos,2005,17.798,,619.743,793.213,49.038,59.656,31.62,43.71,0.8220128738098431,0.723404255319149,0.7813071646581689,10.618000000000002,12.09
che,suiza,ocu_skill_l2,ocupación (nivel de competencia): nivel de competencia 2 ~ medio,2005,14.435,,814.534,895.607,33.302,38.921,29.89,41.05,0.8556306364173583,0.7281364190012181,0.9094770362446921,5.619,11.159999999999997
che,suiza,ocu_skill_l1,ocupación (nivel de competencia): nivel de competencia 1 ~ bajo,2005,8.666,,120.014,75.64,30.697,33.609,20.14,37.62,0.9133565414026005,0.5353535353535354,1.5866472765732416,2.9120000000000026,17.479999999999997
che,suiza,ocu_skill_x,ocupación (nivel de competencia): no clasificados en otra parte,2005,27.913,,6.27,12.73,34.649,48.065,29.81,43.84,0.7208779777384792,0.6799726277372262,0.49253731343283574,13.415999999999997,14.030000000000005
che,suiza,ocu_isco08_total,ocupación (ciuo-08): total,2005,18.38,,1560.561,1777.19,39.308,48.16,29.8,42.13,0.8161960132890366,0.7073344410159031,0.8781058862586442,8.851999999999997,12.330000000000002
che,suiza,ocu_isco08_1,ocupación (ciuo-08): 1. directores y gerentes,2005,19.729,,44.671,119.125,52.189,65.016,37.91,48.58,0.8027101021287067,0.7803622890078221,0.37499265477439664,12.827000000000005,10.670000000000002
che,suiza,ocu_isco08_2,ocupación (ciuo-08): 2. profesionales científicos e intelectuales,2005,17.049,,384.975,403.766,52.769,63.615,30.99,43.19,0.829505619743771,0.7175272053716139,0.9534606678125449,10.846000000000004,12.2
che,suiza,ocu_isco08_3,ocupación (ciuo-08): 3. técnicos y profesionales de nivel medio,2005,19.91,,190.096,270.322,41.135,51.36,31.26,42.29,0.8009151090342679,0.739181839678411,0.7032206035764754,10.225000000000001,11.029999999999998
che,suiza,ocu_isco08_4,ocupación (ciuo-08): 4. personal de apoyo administrativo,2005,12.202,,367.253,212.778,39.589,45.091,31.02,41.06,0.877980084717571,0.7554797856794934,1.7259914088862571,5.5020000000000024,10.040000000000003
che,suiza,ocu_isco08_5,ocupación (ciuo-08): 5. trabajadores de los servicios y vendedores de comercios y mercados,2005,23.631,,338.619,150.143,28.274,37.024,27.26,40.02,0.7636668107173725,0.6811594202898551,2.255309937859241,8.75,12.760000000000002
che,suiza,ocu_isco08_6,"ocupación (ciuo-08): 6. agricultores y trabajadores calificados agropecuarios, forestales y pesqueros",2005,26.695,,9.84,28.834,22.356,30.497,38.08,42.55,0.7330557103977441,0.8949471210340776,0.3412637858084206,8.140999999999998,4.469999999999999
che,suiza,ocu_isco08_7,"ocupación (ciuo-08): 7. oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2005,27.76,,62.869,370.901,26.378,36.515,34.22,40.99,0.7223880597014926,0.8348377653086118,0.16950345240374115,10.137,6.770000000000003
che,suiza,ocu_isco08_8,ocupación (ciuo-08): 8. operadores de instalaciones y máquinas y ensambladores,2005,25.424,,35.953,132.951,29.876,40.062,32.46,42.05,0.7457440966501923,0.7719381688466113,0.2704229377740672,10.185999999999996,9.589999999999996
che,suiza,ocu_isco08_9,ocupación (ciuo-08): 9. ocupaciones elementales,2005,8.666,,120.014,75.64,30.697,33.609,20.14,37.62,0.9133565414026005,0.5353535353535354,1.5866472765732416,2.9120000000000026,17.479999999999997
che,suiza,ocu_isco08_x,ocupación (ciuo-08): x. no clasificados en otra parte,2005,27.291,,6.012,8.679,34.284,47.153,29.89,38.31,0.7270799312875109,0.780214043330723,0.6927065330107155,12.869,8.420000000000002
che,suiza,ocu_skill_total,ocupación (nivel de competencia): total,2004,17.6,,1551.418,1765.304,39.246,47.629,29.9,42.15,0.8239937852988726,0.7093712930011862,0.878838998835328,8.382999999999996,12.25
che,suiza,ocu_skill_l3-4,ocupación (nivel de competencia): niveles de competencia 3 y 4 ~ altos,2004,18.104,,614.416,772.013,48.321,59.003,31.92,44.01,0.8189583580495907,0.725289706884799,0.7958622458430105,10.682000000000002,12.089999999999996
che,suiza,ocu_skill_l2,ocupación (nivel de competencia): nivel de competencia 2 ~ medio,2004,13.344,,805.093,904.748,33.703,38.892,29.88,40.99,0.8665792450889643,0.7289582825079287,0.8898533072192477,5.189,11.110000000000003
che,suiza,ocu_skill_l1,ocupación (nivel de competencia): nivel de competencia 1 ~ bajo,2004,7.102,,123.466,72.476,30.673,33.018,20.08,36.77,0.9289781331394996,0.5460973619798748,1.703543241900767,2.3450000000000024,16.690000000000005
che,suiza,ocu_skill_x,ocupación (nivel de competencia): no clasificados en otra parte,2004,27.95,,8.442,16.067,37.469,52.004,28.57,40.78,0.7205022690562265,0.7005885237861696,0.5254247837181801,14.534999999999997,12.21
che,suiza,ocu_isco08_total,ocupación (ciuo-08): total,2004,17.6,,1551.418,1765.304,39.246,47.629,29.9,42.15,0.8239937852988726,0.7093712930011862,0.878838998835328,8.382999999999996,12.25
che,suiza,ocu_isco08_1,ocupación (ciuo-08): 1. directores y gerentes,2004,26.409,,44.691,120.899,49.173,66.819,37.75,48.79,0.7359134377946392,0.7737241237958599,0.3696556629914226,17.646,11.04
che,suiza,ocu_isco08_2,ocupación (ciuo-08): 2. profesionales científicos e intelectuales,2004,18.082,,378.147,380.581,51.593,62.981,31.25,42.99,0.8191835632968674,0.7269132356361945,0.9936045152017573,11.387999999999998,11.740000000000002
che,suiza,ocu_isco08_3,ocupación (ciuo-08): 3. técnicos y profesionales de nivel medio,2004,16.392,,191.578,270.534,41.809,50.005,31.81,43.23,0.8360963903609638,0.7358315984270183,0.7081475895820858,8.196000000000005,11.419999999999998
che,suiza,ocu_isco08_4,ocupación (ciuo-08): 4. personal de apoyo administrativo,2004,10.928,,353.517,215.121,39.479,44.323,30.88,40.7,0.8907113688152878,0.7587223587223586,1.6433402596678148,4.844000000000001,9.820000000000004
che,suiza,ocu_isco08_5,ocupación (ciuo-08): 5. trabajadores de los servicios y vendedores de comercios y mercados,2004,28.128,,343.406,155.412,29.263,40.715,27.37,39.83,0.7187277416185681,0.687170474516696,2.209649190538697,11.452000000000002,12.459999999999997
che,suiza,ocu_isco08_6,"ocupación (ciuo-08): 6. agricultores y trabajadores calificados agropecuarios, forestales y pesqueros",2004,22.037,,8.616,22.994,23.832,30.568,36.1,44.1,0.7796388380005234,0.8185941043083901,0.3747064451596068,6.736000000000001,8.0
che,suiza,ocu_isco08_7,"ocupación (ciuo-08): 7. oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2004,19.412,,66.942,381.186,28.848,35.797,33.97,40.83,0.8058775875073331,0.8319862845946608,0.17561505406809275,6.948999999999998,6.859999999999999
che,suiza,ocu_isco08_8,ocupación (ciuo-08): 8. operadores de instalaciones y máquinas y ensambladores,2004,28.368,,32.613,130.035,27.579,38.501,34.01,42.81,0.7163190566478793,0.7944405512730669,0.25080170723266815,10.921999999999997,8.800000000000004
che,suiza,ocu_isco08_9,ocupación (ciuo-08): 9. ocupaciones elementales,2004,7.102,,123.466,72.476,30.673,33.018,20.08,36.77,0.9289781331394996,0.5460973619798748,1.703543241900767,2.3450000000000024,16.690000000000005
che,suiza,ocu_isco08_x,ocupación (ciuo-08): x. no clasificados en otra parte,2004,30.401,,8.222,12.152,37.264,53.541,28.96,37.75,0.6959899889804076,0.7671523178807947,0.6765964450296248,16.276999999999994,8.79
che,suiza,ocu_skill_total,ocupación (nivel de competencia): total,2003,17.83,,1523.195,1745.903,36.305,44.183,29.58,41.83,0.8216961274698413,0.7071479799187186,0.8724396487090061,7.878,12.25
che,suiza,ocu_skill_l3-4,ocupación (nivel de competencia): niveles de competencia 3 y 4 ~ altos,2003,21.084,,584.895,753.999,43.782,55.479,31.96,43.32,0.7891634672578813,0.7377654662973223,0.7757238404825471,11.697000000000003,11.36
che,suiza,ocu_skill_l2,ocupación (nivel de competencia): nivel de competencia 2 ~ medio,2003,10.423,,811.014,902.607,31.743,35.437,29.47,40.87,0.895758670316336,0.7210667971617324,0.8985239423137645,3.693999999999999,11.399999999999999
che,suiza,ocu_skill_l1,ocupación (nivel de competencia): nivel de competencia 1 ~ bajo,2003,5.963,,119.923,72.625,30.218,32.134,18.96,38.1,0.9403746810232153,0.49763779527559054,1.651263339070568,1.9160000000000004,19.14
che,suiza,ocu_skill_x,ocupación (nivel de competencia): no clasificados en otra parte,2003,-17.529,,7.363,16.672,50.008,42.55,26.09,41.27,1.1752761457109284,0.6321783377756239,0.4416386756238004,-7.4580000000000055,15.180000000000003
che,suiza,ocu_isco08_total,ocupación (ciuo-08): total,2003,17.83,,1523.195,1745.903,36.305,44.183,29.58,41.83,0.8216961274698413,0.7071479799187186,0.8724396487090061,7.878,12.25
che,suiza,ocu_isco08_1,ocupación (ciuo-08): 1. directores y gerentes,2003,21.615,,45.445,121.534,48.394,61.739,36.04,48.15,0.7838481348904258,0.7484942886812046,0.37392828344331625,13.344999999999999,12.11
che,suiza,ocu_isco08_2,ocupación (ciuo-08): 2. profesionales científicos e intelectuales,2003,22.341,,355.878,376.372,46.982,60.497,31.29,42.16,0.7766004925864093,0.7421726755218216,0.945548553027324,13.515,10.869999999999997
che,suiza,ocu_isco08_3,ocupación (ciuo-08): 3. técnicos y profesionales de nivel medio,2003,18.811,,183.572,256.093,36.793,45.317,32.16,42.67,0.8119028179270472,0.7536911178814154,0.7168177185631782,8.524000000000001,10.510000000000005
che,suiza,ocu_isco08_4,ocupación (ciuo-08): 4. personal de apoyo administrativo,2003,12.142,,369.21,218.004,35.593,40.512,30.81,41.55,0.8785791864139021,0.7415162454873646,1.693592778114163,4.918999999999997,10.739999999999998
che,suiza,ocu_isco08_5,ocupación (ciuo-08): 5. trabajadores de los servicios y vendedores de comercios y mercados,2003,19.726,,337.079,148.337,27.61,34.395,26.7,39.36,0.8027329553714202,0.6783536585365854,2.2723865252769033,6.785000000000004,12.66
che,suiza,ocu_isco08_6,"ocupación (ciuo-08): 6. agricultores y trabajadores calificados agropecuarios, forestales y pesqueros",2003,1.417,,7.455,24.963,25.992,26.366,32.31,44.05,0.9858150648562544,0.7334846765039729,0.2986419901454152,0.3739999999999988,11.739999999999995
che,suiza,ocu_isco08_7,"ocupación (ciuo-08): 7. oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2003,8.31,,65.595,384.248,30.529,33.296,33.34,40.55,0.9168969245555022,0.8221948212083848,0.1707100622514626,2.7669999999999995,7.209999999999994
che,suiza,ocu_isco08_8,ocupación (ciuo-08): 8. operadores de instalaciones y máquinas y ensambladores,2003,9.896,,31.675,127.056,32.505,36.075,33.55,41.79,0.901039501039501,0.8028236420196219,0.24929952147084752,3.5700000000000003,8.240000000000002
che,suiza,ocu_isco08_9,ocupación (ciuo-08): 9. ocupaciones elementales,2003,5.963,,119.923,72.625,30.218,32.134,18.96,38.1,0.9403746810232153,0.49763779527559054,1.651263339070568,1.9160000000000004,19.14
che,suiza,ocu_isco08_x,ocupación (ciuo-08): x. no clasificados en otra parte,2003,-16.321,,7.363,12.249,50.008,42.992,26.09,38.12,1.1631931522143657,0.684417628541448,0.6011102947179362,-7.016000000000005,12.029999999999998
che,suiza,ocu_skill_total,ocupación (nivel de competencia): total,2002,15.403,,1535.235,1757.743,30.477,36.026,29.49,41.42,0.8459723533003941,0.7119748913568323,0.8734126661292351,5.549000000000003,11.930000000000003
che,suiza,ocu_skill_l3-4,ocupación (nivel de competencia): niveles de competencia 3 y 4 ~ altos,2002,14.019,,567.875,740.246,38.469,44.742,31.51,43.02,0.8597961646774843,0.7324500232450023,0.7671436252272893,6.272999999999996,11.510000000000002
che,suiza,ocu_skill_l2,ocupación (nivel de competencia): nivel de competencia 2 ~ medio,2002,12.975,,837.088,927.646,25.873,29.731,29.45,40.45,0.870236453533349,0.7280593325092707,0.9023787091196426,3.8580000000000005,11.000000000000004
che,suiza,ocu_skill_l1,ocupación (nivel de competencia): nivel de competencia 1 ~ bajo,2002,4.734,,122.027,78.135,25.06,26.305,20.44,36.62,0.9526705949439269,0.5581649371927909,1.5617456965508414,1.245000000000001,16.179999999999996
che,suiza,ocu_skill_x,ocupación (nivel de competencia): no clasificados en otra parte,2002,50.26,,8.245,11.716,18.954,38.106,27.33,47.04,0.49740198393953705,0.5809948979591837,0.7037384772960055,19.152,19.71
che,suiza,ocu_isco08_total,ocupación (ciuo-08): total,2002,15.403,,1535.235,1757.743,30.477,36.026,29.49,41.42,0.8459723533003941,0.7119748913568323,0.8734126661292351,5.549000000000003,11.930000000000003
che,suiza,ocu_isco08_1,ocupación (ciuo-08): 1. directores y gerentes,2002,-11.551,,41.795,116.957,53.089,47.591,35.14,48.1,1.115526044840411,0.7305613305613305,0.35735355729028623,-5.4979999999999976,12.96
che,suiza,ocu_isco08_2,ocupación (ciuo-08): 2. profesionales científicos e intelectuales,2002,15.828,,335.467,372.405,40.96,48.662,30.61,42.0,0.8417245489293494,0.7288095238095238,0.9008122876975336,7.701999999999998,11.39
che,suiza,ocu_isco08_3,ocupación (ciuo-08): 3. técnicos y profesionales de nivel medio,2002,17.144,,190.613,250.884,31.079,37.509,32.21,42.14,0.8285744754592231,0.7643569055529188,0.7597654693005533,6.43,9.93
che,suiza,ocu_isco08_4,ocupación (ciuo-08): 4. personal de apoyo administrativo,2002,16.149,,375.086,222.016,29.321,34.968,30.77,41.04,0.8385094943948753,0.7497563352826511,1.6894548140674548,5.647000000000002,10.27
che,suiza,ocu_isco08_5,ocupación (ciuo-08): 5. trabajadores de los servicios y vendedores de comercios y mercados,2002,18.131,,354.307,145.43,23.261,28.413,26.96,39.54,0.8186745503818674,0.6818411734951948,2.4362717458571135,5.152000000000001,12.579999999999998
che,suiza,ocu_isco08_6,"ocupación (ciuo-08): 6. agricultores y trabajadores calificados agropecuarios, forestales y pesqueros",2002,6.227,,7.83,27.59,20.514,21.876,30.74,42.46,0.9377399890290729,0.723975506358926,0.283798477709315,1.3620000000000019,11.720000000000002
che,suiza,ocu_isco08_7,"ocupación (ciuo-08): 7. oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2002,18.182,,67.386,392.761,22.244,27.187,33.23,39.84,0.8181851620259682,0.8340863453815259,0.17156998785520963,4.943000000000001,6.6100000000000065
che,suiza,ocu_isco08_8,ocupación (ciuo-08): 8. operadores de instalaciones y máquinas y ensambladores,2002,34.447,,32.479,139.848,20.942,31.947,32.8,41.81,0.6555232103170877,0.7845013154747666,0.2322450088667696,11.004999999999999,9.010000000000005
che,suiza,ocu_isco08_9,ocupación (ciuo-08): 9. ocupaciones elementales,2002,4.734,,122.027,78.135,25.06,26.305,20.44,36.62,0.9526705949439269,0.5581649371927909,1.5617456965508414,1.245000000000001,16.179999999999996
che,suiza,ocu_isco08_x,ocupación (ciuo-08): x. no clasificados en otra parte,2002,55.934,,8.138,7.317,18.954,43.013,27.33,44.62,0.4406574756468975,0.6125056028686687,1.1122044553778871,24.058999999999997,17.29
che,suiza,ocu_skill_total,ocupación (nivel de competencia): total,2001,16.82,,1497.242,1765.192,27.63,33.217,29.87,41.78,0.8318029924436282,0.7149353757778841,0.8482034815476164,5.587,11.91
che,suiza,ocu_skill_l3-4,ocupación (nivel de competencia): niveles de competencia 3 y 4 ~ altos,2001,18.652,,549.324,737.541,33.892,41.663,31.81,43.55,0.8134795862035861,0.7304247990815155,0.7448046956033629,7.770999999999994,11.739999999999998
che,suiza,ocu_skill_l2,ocupación (nivel de competencia): nivel de competencia 2 ~ medio,2001,9.442,,813.92,943.536,24.314,26.849,30.21,41.0,0.905583075719766,0.7368292682926829,0.8626273931254346,2.535,10.79
che,suiza,ocu_skill_l1,ocupación (nivel de competencia): nivel de competencia 1 ~ bajo,2001,23.096,,127.702,68.966,21.963,28.559,20.14,34.41,0.7690395321965054,0.5852949723917467,1.8516660383377317,6.596,14.269999999999996
che,suiza,ocu_skill_x,ocupación (nivel de competencia): no clasificados en otra parte,2001,33.986,,6.296,15.149,20.382,30.875,20.74,36.95,0.6601457489878543,0.5612990527740188,0.41560499042841115,10.492999999999999,16.210000000000004
che,suiza,ocu_isco08_total,ocupación (ciuo-08): total,2001,16.82,,1497.242,1765.192,27.63,33.217,29.87,41.78,0.8318029924436282,0.7149353757778841,0.8482034815476164,5.587,11.91
che,suiza,ocu_isco08_1,ocupación (ciuo-08): 1. directores y gerentes,2001,22.334,,34.208,112.064,38.158,49.13,36.78,48.0,0.7766741298595563,0.76625,0.3052541404911479,10.972000000000001,11.219999999999999
che,suiza,ocu_isco08_2,ocupación (ciuo-08): 2. profesionales científicos e intelectuales,2001,15.064,,334.649,376.116,37.121,43.704,30.9,42.79,0.8493730550979316,0.72213133909792,0.8897494390028609,6.582999999999998,11.89
che,suiza,ocu_isco08_3,ocupación (ciuo-08): 3. técnicos y profesionales de nivel medio,2001,22.623,,180.467,249.36,27.293,35.272,32.44,42.66,0.7737865729190293,0.7604313173933427,0.7237207250561437,7.978999999999999,10.219999999999999
che,suiza,ocu_isco08_4,ocupación (ciuo-08): 4. personal de apoyo administrativo,2001,3.662,,377.412,228.6,29.455,30.574,32.12,41.28,0.9634002747432457,0.7781007751937984,1.650971128608924,1.1190000000000033,9.160000000000004
che,suiza,ocu_isco08_5,ocupación (ciuo-08): 5. trabajadores de los servicios y vendedores de comercios y mercados,2001,20.163,,332.82,150.021,20.574,25.77,26.82,39.92,0.7983701979045402,0.6718436873747495,2.2184894114823925,5.195999999999998,13.100000000000001
che,suiza,ocu_isco08_6,"ocupación (ciuo-08): 6. agricultores y trabajadores calificados agropecuarios, forestales y pesqueros",2001,35.447,,7.135,28.692,13.884,21.508,27.34,46.67,0.6455272456760276,0.5858152989072208,0.2486755890143594,7.623999999999999,19.330000000000002
che,suiza,ocu_isco08_7,"ocupación (ciuo-08): 7. oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2001,31.203,,67.953,405.437,16.919,24.593,33.8,40.54,0.6879599886146465,0.8337444499259989,0.1676043380352558,7.6739999999999995,6.740000000000002
che,suiza,ocu_isco08_8,ocupación (ciuo-08): 8. operadores de instalaciones y máquinas y ensambladores,2001,34.961,,28.6,130.785,19.618,30.163,35.85,41.94,0.6503994960713456,0.8547925608011445,0.21867951217647286,10.545000000000002,6.089999999999996
che,suiza,ocu_isco08_9,ocupación (ciuo-08): 9. ocupaciones elementales,2001,23.096,,127.702,68.966,21.963,28.559,20.14,34.41,0.7690395321965054,0.5852949723917467,1.8516660383377317,6.596,14.269999999999996
che,suiza,ocu_isco08_x,ocupación (ciuo-08): x. no clasificados en otra parte,2001,34.31,,6.296,11.467,20.382,31.027,20.74,33.43,0.6569117220485384,0.6204008375710439,0.5490538065753903,10.645,12.690000000000001
che,suiza,ocu_skill_total,ocupación (nivel de competencia): total,2000,11.998,,1446.724,1733.249,28.908,32.85,29.83,41.79,0.88,0.713807130892558,0.8346890723721749,3.942,11.96
che,suiza,ocu_skill_l3-4,ocupación (nivel de competencia): niveles de competencia 3 y 4 ~ altos,2000,9.291,,544.693,725.148,36.057,39.75,32.15,42.98,0.9070943396226415,0.7480223359702187,0.7511473519888353,3.692999999999998,10.829999999999998
che,suiza,ocu_skill_l2,ocupación (nivel de competencia): nivel de competencia 2 ~ medio,2000,12.293,,786.431,923.606,24.327,27.737,30.01,41.11,0.8770595233803224,0.7299927025054732,0.8514788773567951,3.4099999999999966,11.099999999999998
che,suiza,ocu_skill_l1,ocupación (nivel de competencia): nivel de competencia 1 ~ bajo,2000,-8.283,,108.638,68.845,24.815,22.917,17.09,38.06,1.082820613518349,0.4490278507619548,1.5780085699760331,-1.8979999999999997,20.970000000000002
che,suiza,ocu_skill_x,ocupación (nivel de competencia): no clasificados en otra parte,2000,29.544,,6.963,15.649,35.03,49.719,30.98,40.95,0.7045596250930228,0.7565323565323565,0.4449485590133555,14.689,9.970000000000002
che,suiza,ocu_isco08_total,ocupación (ciuo-08): total,2000,11.998,,1446.724,1733.249,28.908,32.85,29.83,41.79,0.88,0.713807130892558,0.8346890723721749,3.942,11.96
che,suiza,ocu_isco08_1,ocupación (ciuo-08): 1. directores y gerentes,2000,30.821,,36.065,109.879,33.633,48.618,37.39,47.67,0.6917808219178082,0.7843507447031676,0.3282246835155034,14.985,10.280000000000001
che,suiza,ocu_isco08_2,ocupación (ciuo-08): 2. profesionales científicos e intelectuales,2000,3.196,,315.818,347.74,40.273,41.603,30.98,42.35,0.9680311515996443,0.7315230224321133,0.9082015298786449,1.3299999999999983,11.370000000000001
che,suiza,ocu_isco08_3,ocupación (ciuo-08): 3. técnicos y profesionales de nivel medio,2000,11.565,,192.81,267.529,29.925,33.839,33.02,41.85,0.8843346434587311,0.7890083632019116,0.7207069140167982,3.913999999999998,8.829999999999998
che,suiza,ocu_isco08_4,ocupación (ciuo-08): 4. personal de apoyo administrativo,2000,11.81,,354.074,222.576,27.987,31.735,31.35,41.16,0.8818969591933197,0.761661807580175,1.590800445690461,3.748000000000001,9.809999999999995
che,suiza,ocu_isco08_5,ocupación (ciuo-08): 5. trabajadores de los servicios y vendedores de comercios y mercados,2000,25.033,,329.137,142.948,21.94,29.266,27.29,40.62,0.7496753912389805,0.671836533727228,2.302494613425861,7.325999999999997,13.329999999999998
che,suiza,ocu_isco08_6,"ocupación (ciuo-08): 6. agricultores y trabajadores calificados agropecuarios, forestales y pesqueros",2000,-19.232,,4.944,30.48,32.998,27.676,30.28,44.35,1.1922965746495158,0.6827508455467869,0.1622047244094488,-5.321999999999999,14.07
che,suiza,ocu_isco08_7,"ocupación (ciuo-08): 7. oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2000,27.574,,68.148,399.472,18.106,25.0,33.99,40.42,0.7242400000000001,0.8409203364670955,0.17059518564505147,6.893999999999998,6.43
che,suiza,ocu_isco08_8,ocupación (ciuo-08): 8. operadores de instalaciones y máquinas y ensambladores,2000,37.694,,30.127,128.13,17.16,27.542,33.7,42.86,0.6230484351172754,0.786280914605693,0.235128385233747,10.382000000000001,9.159999999999997
che,suiza,ocu_isco08_9,ocupación (ciuo-08): 9. ocupaciones elementales,2000,-8.283,,108.638,68.845,24.815,22.917,17.09,38.06,1.082820613518349,0.4490278507619548,1.5780085699760331,-1.8979999999999997,20.970000000000002
che,suiza,ocu_isco08_x,ocupación (ciuo-08): x. no clasificados en otra parte,2000,34.713,,6.79,12.215,35.503,54.38,30.54,37.04,0.6528687017285767,0.8245140388768899,0.5558739255014327,18.877000000000002,6.5
che,suiza,ocu_skill_total,ocupación (nivel de competencia): total,1999,19.872,,1441.753,1725.759,30.892,38.554,29.57,41.57,0.8012657571198838,0.7113302862641327,0.8354312508293452,7.662000000000003,12.0
che,suiza,ocu_skill_l3-4,ocupación (nivel de competencia): niveles de competencia 3 y 4 ~ altos,1999,19.225,,500.771,721.492,39.426,48.81,31.26,42.57,0.8077443146896128,0.7343199436222693,0.6940769960027278,9.384,11.309999999999999
che,suiza,ocu_skill_l2,ocupación (nivel de competencia): nivel de competencia 2 ~ medio,1999,14.063,,808.862,924.725,26.805,31.192,30.24,41.17,0.8593549628109771,0.7345154238523196,0.8747054529725052,4.3870000000000005,10.930000000000003
che,suiza,ocu_skill_l1,ocupación (nivel de competencia): nivel de competencia 1 ~ bajo,1999,3.159,,120.753,64.483,24.073,24.858,17.89,36.15,0.9684206291737066,0.49488243430152146,1.8726330970953584,0.7850000000000001,18.259999999999998
che,suiza,ocu_skill_x,ocupación (nivel de competencia): no clasificados en otra parte,1999,46.723,,11.367,15.059,24.612,46.195,31.3,40.42,0.5327849334343543,0.7743691241959426,0.7548309980742414,21.583000000000002,9.120000000000001
che,suiza,ocu_isco08_total,ocupación (ciuo-08): total,1999,19.872,,1441.753,1725.759,30.892,38.554,29.57,41.57,0.8012657571198838,0.7113302862641327,0.8354312508293452,7.662000000000003,12.0
che,suiza,ocu_isco08_1,ocupación (ciuo-08): 1. directores y gerentes,1999,38.157,,29.124,105.741,35.229,56.965,36.56,48.48,0.6184323707539717,0.7541254125412542,0.2754276959741254,21.736000000000004,11.919999999999995
che,suiza,ocu_isco08_2,ocupación (ciuo-08): 2. profesionales científicos e intelectuales,1999,18.221,,298.181,350.146,42.328,51.759,30.96,41.55,0.8177901427771016,0.7451263537906138,0.8515904794000216,9.430999999999997,10.589999999999996
che,suiza,ocu_isco08_3,ocupación (ciuo-08): 3. técnicos y profesionales de nivel medio,1999,15.383,,173.466,265.605,35.347,41.773,30.84,41.55,0.8461685777894812,0.7422382671480144,0.6530976449991529,6.426000000000002,10.709999999999997
che,suiza,ocu_isco08_4,ocupación (ciuo-08): 4. personal de apoyo administrativo,1999,9.981,,366.869,225.881,30.501,33.883,32.34,41.46,0.900185933949178,0.7800289435600579,1.624169363514417,3.3820000000000014,9.119999999999997
