ref_area,ref_area_label,classif1,classif1_label,time,obs_value_pay_gap,obs_status_label,obs_value_employees_women,obs_value_employees_men,obs_value_earnings_women,obs_value_earnings_men,obs_value_hours_women,obs_value_hours_men,earnings_ratio,hours_ratio,employment_ratio,delta_earnings,delta_hours
mli,malí,ocu_isco08_3,ocupación (ciuo-08): 3. técnicos y profesionales de nivel medio,2017,9.447,,33.683,67.515,1.094,1.208,36.72,38.77,0.9056291390728478,0.9471240649987103,0.49889654150929424,0.11399999999999988,2.0500000000000043
mli,malí,ocu_isco08_4,ocupación (ciuo-08): 4. personal de apoyo administrativo,2017,11.714,,22.256,72.759,0.771,0.873,40.84,44.71,0.8831615120274914,0.913442182956833,0.30588655698951334,0.10199999999999998,3.8699999999999974
mli,malí,ocu_isco08_5,ocupación (ciuo-08): 5. trabajadores de los servicios y vendedores de comercios y mercados,2017,29.311,,16.052,123.089,0.417,0.589,38.93,55.41,0.7079796264855688,0.70258076159538,0.13040970354783937,0.172,16.479999999999997
mli,malí,ocu_isco08_6,"ocupación (ciuo-08): 6. agricultores y trabajadores calificados agropecuarios, forestales y pesqueros",2017,67.531,,58.127,54.218,0.152,0.469,46.93,48.77,0.32409381663113007,0.962271888456018,1.0720978272898298,0.31699999999999995,1.8400000000000034
mli,malí,ocu_isco08_7,"ocupación (ciuo-08): 7. oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2017,36.638,,11.635,95.204,0.334,0.527,46.76,50.03,0.6337760910815939,0.9346392164701178,0.12221125162808286,0.193,3.270000000000003
mli,malí,ocu_isco08_9,ocupación (ciuo-08): 9. ocupaciones elementales,2017,60.288,,20.89,40.875,0.146,0.368,52.29,54.59,0.3967391304347826,0.9578677413445685,0.5110703363914373,0.222,2.3000000000000043
mli,malí,ocu_skill_total,ocupación (nivel de competencia): total,2016,30.292,,136.493,494.009,0.51,0.732,41.71,48.98,0.6967213114754098,0.8515720702327482,0.27629658568973436,0.22199999999999998,7.269999999999996
mli,malí,ocu_skill_l3-4,ocupación (nivel de competencia): niveles de competencia 3 y 4 ~ altos,2016,33.707,,43.157,119.213,1.014,1.53,36.98,38.72,0.6627450980392157,0.9550619834710743,0.3620158875290446,0.516,1.740000000000002
mli,malí,ocu_skill_l2,ocupación (nivel de competencia): nivel de competencia 2 ~ medio,2016,23.533,,69.832,328.528,0.344,0.45,35.48,51.58,0.7644444444444444,0.6878635129895307,0.212560268835533,0.10600000000000004,16.1
mli,malí,ocu_skill_l1,ocupación (nivel de competencia): nivel de competencia 1 ~ bajo,2016,59.0,,21.082,30.643,0.119,0.29,71.86,62.56,0.4103448275862069,1.1486572890025575,0.68798746858989,0.17099999999999999,-9.299999999999997
mli,malí,ocu_isco08_total,ocupación (ciuo-08): total,2016,30.292,,136.493,494.009,0.51,0.732,41.71,48.98,0.6967213114754098,0.8515720702327482,0.27629658568973436,0.22199999999999998,7.269999999999996
mli,malí,ocu_isco08_1,ocupación (ciuo-08): 1. directores y gerentes,2016,35.803,poco fiable,2.044,9.947,1.359,2.696,40.94,40.69,1.0421779141104295,0.9027563395810363,0.20370739485748454,-0.05499999999999994,4.410000000000004
mli,malí,ocu_isco08_2,ocupación (ciuo-08): 2. profesionales científicos e intelectuales,2016,41.18,,11.017,40.269,0.954,1.621,41.26,39.28,0.5885256014805675,1.05040733197556,0.27358513993394423,0.667,-1.9799999999999969
mli,malí,ocu_isco08_3,ocupación (ciuo-08): 3. técnicos y profesionales de nivel medio,2016,22.137,,31.576,68.997,1.019,1.309,35.34,38.12,0.7784568372803666,0.9270724029380903,0.4576430859312724,0.29000000000000004,2.779999999999994
mli,malí,ocu_isco08_4,ocupación (ciuo-08): 4. personal de apoyo administrativo,2016,5.857,,19.55,77.962,0.591,0.627,44.2,48.21,0.9425837320574162,0.916822236050612,0.25076319232446576,0.03600000000000003,4.009999999999998
mli,malí,ocu_isco08_5,ocupación (ciuo-08): 5. trabajadores de los servicios y vendedores de comercios y mercados,2016,39.607,,17.851,116.314,0.267,0.442,37.28,59.23,0.6040723981900453,0.629410771568462,0.15347249686194267,0.175,21.949999999999996
mli,malí,ocu_isco08_6,"ocupación (ciuo-08): 6. agricultores y trabajadores calificados agropecuarios, forestales y pesqueros",2016,-33.465,,15.569,36.48,0.342,0.256,22.03,35.41,1.3359375,0.622140638237786,0.4267817982456141,-0.08600000000000002,13.379999999999995
mli,malí,ocu_isco08_7,"ocupación (ciuo-08): 7. oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2016,40.586,,16.861,94.441,0.211,0.354,35.88,51.25,0.596045197740113,0.7000975609756098,0.1785347465613452,0.143,15.369999999999997
mli,malí,ocu_isco08_9,ocupación (ciuo-08): 9. ocupaciones elementales,2016,59.0,,21.082,30.643,0.119,0.29,71.86,62.56,0.4103448275862069,1.1486572890025575,0.68798746858989,0.17099999999999999,-9.299999999999997
mli,malí,ocu_skill_total,ocupación (nivel de competencia): total,2015,19.276,,129.643,467.666,0.579,0.717,46.11,45.85,0.807531380753138,1.00567066521265,0.2772127971672091,0.138,-0.259999999999998
mli,malí,ocu_skill_l3-4,ocupación (nivel de competencia): niveles de competencia 3 y 4 ~ altos,2015,-9.72,,42.664,127.745,1.415,1.29,34.73,36.7,1.0968992248062015,0.9463215258855584,0.3339778464910564,-0.125,1.970000000000006
mli,malí,ocu_skill_l2,ocupación (nivel de competencia): nivel de competencia 2 ~ medio,2015,2.462,,46.947,287.856,0.461,0.473,41.51,49.36,0.9746300211416491,0.840964343598055,0.16309196264799067,0.011999999999999955,7.850000000000001
mli,malí,ocu_skill_l1,ocupación (nivel de competencia): nivel de competencia 1 ~ bajo,2015,70.288,,39.42,33.138,0.104,0.35,63.96,50.44,0.29714285714285715,1.2680412371134022,1.189570885388376,0.246,-13.520000000000003
mli,malí,ocu_isco08_total,ocupación (ciuo-08): total,2015,19.276,,129.643,467.666,0.579,0.717,46.11,45.85,0.807531380753138,1.00567066521265,0.2772127971672091,0.138,-0.259999999999998
mli,malí,ocu_isco08_2,ocupación (ciuo-08): 2. profesionales científicos e intelectuales,2015,37.952,,13.451,52.59,0.924,1.489,35.65,35.71,0.6205507051712559,0.998319798375805,0.255771059136718,0.5650000000000001,0.060000000000002274
mli,malí,ocu_isco08_3,ocupación (ciuo-08): 3. técnicos y profesionales de nivel medio,2015,-48.126,,28.782,67.919,1.663,1.122,34.43,37.03,1.4821746880570408,0.9297866594652984,0.42376949012794657,-0.5409999999999999,2.6000000000000014
mli,malí,ocu_isco08_4,ocupación (ciuo-08): 4. personal de apoyo administrativo,2015,-0.605,,22.464,79.722,0.56,0.556,41.4,44.53,1.0071942446043165,0.9297103076577587,0.2817791826597426,-0.0040000000000000036,3.1300000000000026
mli,malí,ocu_isco08_5,ocupación (ciuo-08): 5. trabajadores de los servicios y vendedores de comercios y mercados,2015,24.037,,12.125,100.858,0.337,0.444,42.82,52.53,0.759009009009009,0.8151532457643251,0.12021852505502785,0.10699999999999998,9.71
mli,malí,ocu_isco08_6,"ocupación (ciuo-08): 6. agricultores y trabajadores calificados agropecuarios, forestales y pesqueros",2015,-31.79,,2.341,15.961,0.28,0.212,37.67,54.2,1.3207547169811322,0.6950184501845018,0.1466700081448531,-0.06800000000000003,16.53
mli,malí,ocu_isco08_7,"ocupación (ciuo-08): 7. oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2015,25.325,,10.017,88.811,0.344,0.46,41.07,49.2,0.7478260869565216,0.8347560975609756,0.1127900823096238,0.11600000000000005,8.130000000000003
mli,malí,ocu_isco08_9,ocupación (ciuo-08): 9. ocupaciones elementales,2015,70.288,,39.42,33.138,0.104,0.35,63.96,50.44,0.29714285714285715,1.2680412371134022,1.189570885388376,0.246,-13.520000000000003
mli,malí,ocu_skill_total,ocupación (nivel de competencia): total,2014,38.518,ruptura de serie,119.603,380.55,0.59,0.96,46.93,45.98,0.6145833333333334,1.0206611570247934,0.3142898436473525,0.37,-0.9500000000000028
mli,malí,ocu_skill_l3-4,ocupación (nivel de competencia): niveles de competencia 3 y 4 ~ altos,2014,27.248,ruptura de serie,42.641,118.204,1.22,1.676,36.31,37.47,0.7279236276849642,0.9690419001868162,0.3607407532740009,0.45599999999999996,1.1599999999999966
mli,malí,ocu_skill_l2,ocupación (nivel de competencia): nivel de competencia 2 ~ medio,2014,18.423,ruptura de serie,37.376,211.469,0.527,0.646,38.36,48.09,0.8157894736842105,0.7976710334788937,0.17674458194818152,0.119,9.730000000000004
mli,malí,ocu_skill_l1,ocupación (nivel de competencia): nivel de competencia 1 ~ bajo,2014,75.415,ruptura de serie,39.256,41.188,0.08,0.326,66.69,59.52,0.24539877300613497,1.1204637096774193,0.9530931339225016,0.246,-7.169999999999995
mli,malí,ocu_isco08_total,ocupación (ciuo-08): total,2014,38.518,ruptura de serie,119.603,380.55,0.59,0.96,46.93,45.98,0.6145833333333334,1.0206611570247934,0.3142898436473525,0.37,-0.9500000000000028
mli,malí,ocu_isco08_2,ocupación (ciuo-08): 2. profesionales científicos e intelectuales,2014,23.811,ruptura de serie,10.625,50.386,1.346,1.767,39.34,38.14,0.7617430673457839,1.0314630309386472,0.2108720676378359,0.4209999999999998,-1.2000000000000028
mli,malí,ocu_isco08_3,ocupación (ciuo-08): 3. técnicos y profesionales de nivel medio,2014,23.699,ruptura de serie,32.016,61.921,1.174,1.539,35.31,36.32,0.7628330084470435,0.9721916299559472,0.5170459133411928,0.365,1.009999999999998
mli,malí,ocu_isco08_4,ocupación (ciuo-08): 4. personal de apoyo administrativo,2014,10.685,ruptura de serie,19.619,61.878,0.698,0.782,39.71,43.73,0.8925831202046035,0.9080722616053054,0.3170593748989948,0.08400000000000007,4.019999999999996
mli,malí,ocu_isco08_5,ocupación (ciuo-08): 5. trabajadores de los servicios y vendedores de comercios y mercados,2014,34.407,ruptura de serie,10.519,74.174,0.415,0.633,36.17,53.33,0.6556082148499209,0.6782298893680856,0.14181519130692694,0.21800000000000003,17.159999999999997
mli,malí,ocu_isco08_6,"ocupación (ciuo-08): 6. agricultores y trabajadores calificados agropecuarios, forestales y pesqueros",2014,24.485,ruptura de serie,2.621,20.868,0.2202,0.325,35.7,47.63,0.6782207860713454,0.7495276086500106,0.12559900325857773,0.2846,11.93
mli,malí,ocu_isco08_7,"ocupación (ciuo-08): 7. oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2014,52.985,ruptura de serie,4.617,51.508,0.29,0.617,39.18,45.07,0.4700162074554295,0.8693143998224984,0.08963656131086432,0.327,5.890000000000001
mli,malí,ocu_isco08_9,ocupación (ciuo-08): 9. ocupaciones elementales,2014,75.415,ruptura de serie,39.256,41.188,0.08,0.326,66.69,59.52,0.24539877300613497,1.1204637096774193,0.9530931339225016,0.246,-7.169999999999995
mli,malí,ocu_skill_total,ocupación (nivel de competencia): total,2013,23.491,ruptura de serie,135.047,335.073,0.799,1.044,44.82,46.44,0.7653256704980843,0.9651162790697675,0.4030375470419879,0.245,1.6199999999999974
mli,malí,ocu_skill_l3-4,ocupación (nivel de competencia): niveles de competencia 3 y 4 ~ altos,2013,-1.073,ruptura de serie,47.252,103.348,1.688,1.67,35.82,37.67,1.0107784431137725,0.9508893018316963,0.45721252467391726,-0.018000000000000016,1.8500000000000014
mli,malí,ocu_skill_l2,ocupación (nivel de competencia): nivel de competencia 2 ~ medio,2013,33.807,ruptura de serie,51.421,176.057,0.471,0.712,38.8,49.98,0.6615168539325843,0.7763105242096838,0.2920701818161164,0.241,11.18
mli,malí,ocu_skill_l1,ocupación (nivel de competencia): nivel de competencia 1 ~ bajo,2013,65.97,ruptura de serie,36.044,43.16,0.326,0.959,65.2,52.41,0.3399374348279458,1.2440373974432362,0.8351251158480074,0.633,-12.790000000000006
mli,malí,ocu_isco08_total,ocupación (ciuo-08): total,2013,23.491,ruptura de serie,135.047,335.073,0.799,1.044,44.82,46.44,0.7653256704980843,0.9651162790697675,0.4030375470419879,0.245,1.6199999999999974
mli,malí,ocu_isco08_2,ocupación (ciuo-08): 2. profesionales científicos e intelectuales,2013,-18.885,ruptura de serie,13.371,49.688,1.474,1.24,38.12,37.51,1.1887096774193548,1.0162623300453213,0.2690991788761874,-0.23399999999999999,-0.6099999999999994
mli,malí,ocu_isco08_3,ocupación (ciuo-08): 3. técnicos y profesionales de nivel medio,2013,13.002,ruptura de serie,33.409,50.352,1.796,2.065,34.94,37.12,0.8697336561743342,0.9412715517241379,0.6635088973625676,0.2689999999999999,2.1799999999999997
mli,malí,ocu_isco08_4,ocupación (ciuo-08): 4. personal de apoyo administrativo,2013,13.939,ruptura de serie,16.317,38.781,0.695,0.808,42.19,45.46,0.860148514851485,0.9280686317641882,0.42074727314922256,0.1130000000000001,3.270000000000003
mli,malí,ocu_isco08_5,ocupación (ciuo-08): 5. trabajadores de los servicios y vendedores de comercios y mercados,2013,21.329,ruptura de serie,22.282,64.547,0.452,0.575,38.31,53.91,0.7860869565217392,0.7106288258208125,0.34520581901560105,0.12299999999999994,15.599999999999994
mli,malí,ocu_isco08_6,"ocupación (ciuo-08): 6. agricultores y trabajadores calificados agropecuarios, forestales y pesqueros",2013,79.215,ruptura de serie,8.687,25.267,0.214,1.028,33.66,49.85,0.20817120622568092,0.6752256770310932,0.3438081291803538,0.8140000000000001,16.190000000000005
mli,malí,ocu_isco08_7,"ocupación (ciuo-08): 7. oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2013,54.633,ruptura de serie,4.046,39.222,0.276,0.607,38.62,47.83,0.4546952224052719,0.8074430273886681,0.10315639182091683,0.33099999999999996,9.21
mli,malí,ocu_isco08_9,ocupación (ciuo-08): 9. ocupaciones elementales,2013,65.97,ruptura de serie,36.044,43.16,0.326,0.959,65.2,52.41,0.3399374348279458,1.2440373974432362,0.8351251158480074,0.633,-12.790000000000006
mmr,myanmar,ocu_skill_total,ocupación (nivel de competencia): total,2020,7.226,,3385.326,5143.631,0.884,0.953,43.59,45.48,0.9275970619097587,0.9584432717678102,0.6581587987163153,0.06899999999999995,1.8899999999999935
mmr,myanmar,ocu_skill_l3-4,ocupación (nivel de competencia): niveles de competencia 3 y 4 ~ altos,2020,18.217,,588.157,348.698,1.207,1.475,39.82,42.16,0.8183050847457627,0.9444971537001898,1.686723181664363,0.268,2.3399999999999963
mmr,myanmar,ocu_skill_l2,ocupación (nivel de competencia): nivel de competencia 2 ~ medio,2020,2.284,,1655.215,2987.57,0.98,1.003,43.42,45.5,0.9770687936191427,0.9542857142857143,0.5540338803776982,0.02299999999999991,2.0799999999999983
mmr,myanmar,ocu_skill_l1,ocupación (nivel de competencia): nivel de competencia 1 ~ bajo,2020,26.31,,1141.953,1798.633,0.557,0.756,45.78,46.07,0.7367724867724869,0.9937052311699588,0.6349005049946265,0.19899999999999995,0.28999999999999915
mmr,myanmar,ocu_isco08_total,ocupación (ciuo-08): total,2020,7.226,,3385.326,5143.631,0.884,0.953,43.59,45.48,0.9275970619097587,0.9584432717678102,0.6581587987163153,0.06899999999999995,1.8899999999999935
mmr,myanmar,ocu_isco08_1,ocupación (ciuo-08): 1. directores y gerentes,2020,-10.082,,34.361,80.769,1.856,1.686,46.21,46.42,1.1008303677342823,0.9954760878931495,0.425423120256534,-0.17000000000000015,0.21000000000000085
mmr,myanmar,ocu_isco08_2,ocupación (ciuo-08): 2. profesionales científicos e intelectuales,2020,18.731,,490.714,180.633,1.129,1.389,39.22,39.53,0.8128149748020158,0.9921578547938275,2.7166353877752125,0.26,0.3100000000000023
mmr,myanmar,ocu_isco08_3,ocupación (ciuo-08): 3. técnicos y profesionales de nivel medio,2020,-0.231,,63.082,87.296,1.461,1.458,41.01,43.66,1.0020576131687244,0.9393037104901512,0.7226218841642228,-0.0030000000000001137,2.6499999999999986
mmr,myanmar,ocu_isco08_4,ocupación (ciuo-08): 4. personal de apoyo administrativo,2020,-5.138,,355.104,287.489,1.213,1.154,42.62,43.71,1.0511265164644716,0.9750629146648363,1.2351916073310631,-0.05900000000000016,1.0900000000000034
mmr,myanmar,ocu_isco08_5,ocupación (ciuo-08): 5. trabajadores de los servicios y vendedores de comercios y mercados,2020,8.877,,486.379,404.708,1.033,1.133,43.17,46.05,0.9117387466902029,0.9374592833876223,1.2018022870810559,0.10000000000000009,2.8799999999999955
mmr,myanmar,ocu_isco08_6,"ocupación (ciuo-08): 6. agricultores y trabajadores calificados agropecuarios, forestales y pesqueros",2020,33.812,,252.365,516.601,0.478,0.723,44.11,47.13,0.661134163208852,0.9359219180988754,0.4885104752023322,0.245,3.020000000000003
mmr,myanmar,ocu_isco08_7,"ocupación (ciuo-08): 7. oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2020,2.591,,537.681,1215.216,0.969,0.994,44.03,44.92,0.9748490945674044,0.980186999109528,0.4424571434214165,0.025000000000000022,0.8900000000000006
mmr,myanmar,ocu_isco08_8,ocupación (ciuo-08): 8. operadores de instalaciones y máquinas y ensambladores,2020,-15.073,,23.686,563.556,1.267,1.101,38.84,45.79,1.150772025431426,0.8482201354007426,0.04202954098616641,-0.16599999999999993,6.949999999999996
mmr,myanmar,ocu_isco08_9,ocupación (ciuo-08): 9. ocupaciones elementales,2020,26.31,,1141.953,1798.633,0.557,0.756,45.78,46.07,0.7367724867724869,0.9937052311699588,0.6349005049946265,0.19899999999999995,0.28999999999999915
mmr,myanmar,ocu_skill_total,ocupación (nivel de competencia): total,2019,7.526,,3265.59,4465.966,0.705,0.762,46.19,48.28,0.9251968503937007,0.9567108533554266,0.7312169416426367,0.05700000000000005,2.0900000000000034
mmr,myanmar,ocu_skill_l3-4,ocupación (nivel de competencia): niveles de competencia 3 y 4 ~ altos,2019,20.187,,507.482,283.764,0.862,1.08,41.37,43.92,0.798148148148148,0.9419398907103824,1.7883945814127233,0.21800000000000008,2.5500000000000043
mmr,myanmar,ocu_skill_l2,ocupación (nivel de competencia): nivel de competencia 2 ~ medio,2019,10.178,,1521.356,2527.241,0.66,0.735,48.04,49.15,0.8979591836734695,0.9774160732451679,0.6019829529514598,0.07499999999999996,1.1099999999999994
mmr,myanmar,ocu_skill_l1,ocupación (nivel de competencia): nivel de competencia 1 ~ bajo,2019,12.261,,1235.965,1646.02,0.505,0.576,45.9,47.64,0.8767361111111112,0.9634760705289672,0.7508809127471112,0.07099999999999995,1.740000000000002
mmr,myanmar,ocu_skill_x,ocupación (nivel de competencia): no clasificados en otra parte,2019,19.642,,18.622,8.941,0.47,0.597,47.18,57.16,0.9233791748526522,0.8365248226950355,0.5996071739060438,0.039000000000000035,9.219999999999999
mmr,myanmar,ocu_isco08_total,ocupación (ciuo-08): total,2019,7.526,,3265.59,4465.966,0.705,0.762,46.19,48.28,0.9251968503937007,0.9567108533554266,0.7312169416426367,0.05700000000000005,2.0900000000000034
mmr,myanmar,ocu_isco08_1,ocupación (ciuo-08): 1. directores y gerentes,2019,-25.124,,29.93,54.72,1.547,1.236,46.87,45.81,1.2516181229773462,1.0231390526086006,0.5469663742690059,-0.31099999999999994,-1.0599999999999952
mmr,myanmar,ocu_isco08_2,ocupación (ciuo-08): 2. profesionales científicos e intelectuales,2019,22.772,,411.88,129.089,0.81,1.049,40.15,41.14,0.7721639656816016,0.9759358288770053,3.1906669042288653,0.23899999999999988,0.990000000000002
mmr,myanmar,ocu_isco08_3,ocupación (ciuo-08): 3. técnicos y profesionales de nivel medio,2019,16.015,,65.671,99.956,0.872,1.038,46.55,46.49,0.8400770712909441,1.00129060012906,0.6569990795950219,0.16600000000000004,-0.05999999999999517
mmr,myanmar,ocu_isco08_4,ocupación (ciuo-08): 4. personal de apoyo administrativo,2019,-0.142,,233.945,187.749,0.785,0.784,44.4,44.11,1.0012755102040816,1.0065744729086374,1.2460519097305445,-0.0010000000000000009,-0.28999999999999915
mmr,myanmar,ocu_isco08_5,ocupación (ciuo-08): 5. trabajadores de los servicios y vendedores de comercios y mercados,2019,14.463,,377.379,371.23,0.557,0.651,49.14,50.22,0.8556067588325653,0.978494623655914,1.0165638552918677,0.09399999999999997,1.0799999999999983
mmr,myanmar,ocu_isco08_6,"ocupación (ciuo-08): 6. agricultores y trabajadores calificados agropecuarios, forestales y pesqueros",2019,20.527,,244.764,370.409,0.479,0.603,48.85,49.99,0.7943615257048093,0.9771954390878176,0.6607938791983996,0.124,1.1400000000000006
mmr,myanmar,ocu_isco08_7,"ocupación (ciuo-08): 7. oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2019,5.956,,620.99,1216.054,0.681,0.724,48.36,49.79,0.94060773480663,0.9712793733681462,0.5106598884589006,0.04299999999999993,1.4299999999999997
mmr,myanmar,ocu_isco08_8,ocupación (ciuo-08): 8. operadores de instalaciones y máquinas y ensambladores,2019,44.299,,44.278,381.799,0.472,0.847,48.76,47.75,0.5572609208972845,1.021151832460733,0.11597201668940987,0.375,-1.009999999999998
mmr,myanmar,ocu_isco08_9,ocupación (ciuo-08): 9. ocupaciones elementales,2019,12.261,,1235.965,1646.02,0.505,0.576,45.9,47.64,0.8767361111111112,0.9634760705289672,0.7508809127471112,0.07099999999999995,1.740000000000002
mmr,myanmar,ocu_skill_total,ocupación (nivel de competencia): total,2018,4.94,,3242.457,4514.539,0.678,0.713,44.46,47.7,0.9509116409537168,0.9320754716981132,0.7182254932341929,0.03499999999999992,3.240000000000002
mmr,myanmar,ocu_skill_l3-4,ocupación (nivel de competencia): niveles de competencia 3 y 4 ~ altos,2018,21.412,,611.319,319.156,0.864,1.1,41.25,44.11,0.7854545454545454,0.9351620947630923,1.9154238052864427,0.2360000000000001,2.8599999999999994
mmr,myanmar,ocu_skill_l2,ocupación (nivel de competencia): nivel de competencia 2 ~ medio,2018,9.498,,1309.239,2306.727,0.61,0.674,47.05,49.16,0.9050445103857566,0.9570789259560618,0.5675743163365237,0.06400000000000006,2.1099999999999994
mmr,myanmar,ocu_skill_l1,ocupación (nivel de competencia): nivel de competencia 1 ~ bajo,2018,20.107,,1320.777,1875.468,0.423,0.529,43.4,46.48,0.7996219281663516,0.9337349397590362,0.7042386220399388,0.10600000000000004,3.0799999999999983
mmr,myanmar,ocu_isco08_total,ocupación (ciuo-08): total,2018,4.94,,3242.457,4514.539,0.678,0.713,44.46,47.7,0.9509116409537168,0.9320754716981132,0.7182254932341929,0.03499999999999992,3.240000000000002
mmr,myanmar,ocu_isco08_1,ocupación (ciuo-08): 1. directores y gerentes,2018,3.411,,39.186,80.847,1.247,1.291,47.3,47.61,0.9659178931061194,0.9934887628649443,0.48469330958477125,0.04399999999999982,0.3100000000000023
mmr,myanmar,ocu_isco08_2,ocupación (ciuo-08): 2. profesionales científicos e intelectuales,2018,10.357,,492.877,148.344,0.827,0.922,40.25,41.36,0.8969631236442516,0.9731624758220503,3.322527368818422,0.09500000000000008,1.1099999999999994
mmr,myanmar,ocu_isco08_3,ocupación (ciuo-08): 3. técnicos y profesionales de nivel medio,2018,25.518,,79.256,89.966,0.911,1.223,44.46,45.5,0.7448896156991005,0.9771428571428572,0.8809550274548164,0.31200000000000006,1.0399999999999991
mmr,myanmar,ocu_isco08_4,ocupación (ciuo-08): 4. personal de apoyo administrativo,2018,-6.725,,210.606,187.801,0.8,0.75,43.4,44.28,1.0666666666666667,0.980126467931346,1.1214317282655577,-0.050000000000000044,0.8800000000000026
mmr,myanmar,ocu_isco08_5,ocupación (ciuo-08): 5. trabajadores de los servicios y vendedores de comercios y mercados,2018,16.565,,340.549,331.741,0.48,0.575,49.31,51.83,0.8347826086956522,0.9513795099363304,1.0265508333308213,0.09499999999999997,2.519999999999996
mmr,myanmar,ocu_isco08_6,"ocupación (ciuo-08): 6. agricultores y trabajadores calificados agropecuarios, forestales y pesqueros",2018,12.241,,134.612,258.465,0.494,0.563,40.25,44.06,0.877442273534636,0.9135270086246028,0.5208132629176098,0.06899999999999995,3.8100000000000023
mmr,myanmar,ocu_isco08_7,"ocupación (ciuo-08): 7. oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2018,0.565,,560.213,1184.19,0.599,0.603,48.77,50.35,0.9933665008291874,0.9686196623634559,0.47307695555611845,0.0040000000000000036,1.5799999999999983
mmr,myanmar,ocu_isco08_8,ocupación (ciuo-08): 8. operadores de instalaciones y máquinas y ensambladores,2018,22.877,,63.259,344.53,0.68,0.881,46.25,48.97,0.7718501702610671,0.9444557892587299,0.1836095550460047,0.20099999999999996,2.719999999999999
mmr,myanmar,ocu_isco08_9,ocupación (ciuo-08): 9. ocupaciones elementales,2018,20.107,,1320.777,1875.468,0.423,0.529,43.4,46.48,0.7996219281663516,0.9337349397590362,0.7042386220399388,0.10600000000000004,3.0799999999999983
mmr,myanmar,ocu_skill_total,ocupación (nivel de competencia): total,2017,4.901,ruptura de serie,3422.464,4643.327,0.613,0.644,47.83,50.78,0.9518633540372671,0.9419062623079952,0.7370715006718243,0.031000000000000028,2.950000000000003
mmr,myanmar,ocu_skill_l3-4,ocupación (nivel de competencia): niveles de competencia 3 y 4 ~ altos,2017,22.377,ruptura de serie,606.873,314.124,0.784,1.01,43.97,47.46,0.7762376237623763,0.926464391066161,1.9319536234098635,0.22599999999999998,3.490000000000002
mmr,myanmar,ocu_skill_l2,ocupación (nivel de competencia): nivel de competencia 2 ~ medio,2017,10.066,ruptura de serie,1438.681,2446.403,0.538,0.598,49.68,51.75,0.899665551839465,0.96,0.5880801323412373,0.05999999999999994,2.0700000000000003
mmr,myanmar,ocu_skill_l1,ocupación (nivel de competencia): nivel de competencia 1 ~ bajo,2017,17.419,ruptura de serie,1374.695,1859.145,0.387,0.468,47.58,49.97,0.8269230769230769,0.952171302781669,0.7394232294952787,0.08100000000000002,2.3900000000000006
mmr,myanmar,ocu_skill_x,ocupación (nivel de competencia): no clasificados en otra parte,2017,33.613,ruptura de serie,18.622,23.654,0.47,0.548,47.18,57.47,0.9233791748526522,0.8365248226950355,0.5996071739060438,0.039000000000000035,9.219999999999999
mmr,myanmar,ocu_isco08_total,ocupación (ciuo-08): total,2017,4.901,ruptura de serie,3422.464,4643.327,0.613,0.644,47.83,50.78,0.9518633540372671,0.9419062623079952,0.7370715006718243,0.031000000000000028,2.950000000000003
mmr,myanmar,ocu_isco08_1,ocupación (ciuo-08): 1. directores y gerentes,2017,6.858,ruptura de serie,43.069,70.045,1.282,1.376,48.65,49.18,0.931686046511628,0.9892232614884099,0.6148761510457563,0.09399999999999986,0.5300000000000011
mmr,myanmar,ocu_isco08_2,ocupación (ciuo-08): 2. profesionales científicos e intelectuales,2017,10.338,ruptura de serie,482.992,137.097,0.732,0.817,42.55,43.18,0.8959608323133416,0.9854099119962946,3.522994668008782,0.08499999999999996,0.6300000000000026
mmr,myanmar,ocu_isco08_3,ocupación (ciuo-08): 3. técnicos y profesionales de nivel medio,2017,18.444,ruptura de serie,80.812,106.981,0.824,1.01,49.96,51.82,0.8158415841584158,0.9641065225781552,0.7553864704947608,0.18600000000000005,1.8599999999999994
mmr,myanmar,ocu_isco08_4,ocupación (ciuo-08): 4. personal de apoyo administrativo,2017,-0.244,ruptura de serie,224.894,164.647,0.678,0.676,47.03,47.18,1.0029585798816567,0.996820686731666,1.3659161721744095,-0.0020000000000000018,0.14999999999999858
mmr,myanmar,ocu_isco08_5,ocupación (ciuo-08): 5. trabajadores de los servicios y vendedores de comercios y mercados,2017,16.133,ruptura de serie,280.807,272.912,0.426,0.508,52.13,53.38,0.8385826771653543,0.9765829898838516,1.0289287389341621,0.08200000000000002,1.25
mmr,myanmar,ocu_isco08_6,"ocupación (ciuo-08): 6. agricultores y trabajadores calificados agropecuarios, forestales y pesqueros",2017,-13.436,ruptura de serie,354.031,585.779,0.531,0.468,47.7,50.01,1.1346153846153846,0.9538092381523696,0.6043763945105578,-0.063,2.309999999999995
